Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 1,280,5,0.267,130.18599999999998,29.3,371.96,105.88,695.89,39.4
Well 1,280,6,0.306,136.4896,28.0,426.53,106.22,694.53,42.2
Well 1,279,6,0.355,138.28080000000003,25.1,493.86,105.86,693.87,45.8
Well 1,279,6,0.399,133.18800000000002,22.8,554.95,105.94,691.8,48.9
Well 1,278,7,0.418,121.73910000000001,21.7,579.71,105.88,689.01,50.0
Well 1,278,7,0.418,121.75169999999999,23.4,579.77,105.88,689.07,50.8
Well 1,278,7,0.404,128.8759,25.2,560.33,105.69,688.48,51.0
Well 1,278,7,0.378,125.7264,26.6,523.86,105.66,687.71,51.1
Well 1,278,7,0.362,125.565,27.3,502.26,105.58,687.71,52.2
Well 1,278,7,0.354,127.2128,28.4,489.28,105.8,687.71,51.3
Well 1,278,7,0.341,122.92800000000001,28.5,472.8,105.8,687.71,51.7
Well 1,278,7,0.349,125.8036,28.3,483.86,105.86,687.71,51.7
Well 1,278,7,0.352,126.685,27.7,487.25,105.77,687.71,50.6
Well 1,277,7,0.351,121.42,28.4,485.68,105.86,687.71,50.8
Well 1,278,7,0.345,119.28,28.7,477.12,105.86,687.76,50.6
Well 1,278,7,0.348,120.525,28.6,482.1,105.83,687.05,50.8
Well 1,278,7,0.354,122.55,28.1,490.2,105.91,687.05,50.4
Well 1,278,7,0.359,124.3875,27.8,497.55,105.77,688.42,50.9
Well 1,278,7,0.361,119.8992,27.4,499.58,105.74,688.42,52.0
Well 1,278,7,0.358,129.1758,27.6,496.83,105.74,688.48,50.8
Well 1,278,7,0.35,125.775,28.0,483.75,106.16,688.42,51.3
Well 1,278,7,0.355,127.9902,27.9,492.27,105.83,689.19,51.4
Well 1,278,7,0.362,125.37,27.1,501.48,106.05,688.48,51.3
Well 1,278,7,0.362,110.41799999999999,26.9,501.9,105.86,688.42,51.2
Well 1,278,7,0.359,109.4896,27.6,497.68,105.91,688.48,51.7
Well 1,278,7,0.352,126.7162,27.9,487.37,105.91,687.71,51.5
Well 1,281,7,0.345,124.54,29.2,479.0,105.94,702.54,51.4
Well 1,280,2,0.209,145.685,10.8,291.37,106.64,693.78,26.0
Well 1,282,2,0.258,152.3214,13.1,362.67,106.36,702.53,30.9
Well 1,282,4,0.33,156.93720000000002,15.2,461.58,106.53,700.27,34.3
Well 1,280,4,0.346,116.0136,17.8,483.39,106.42,696.95,36.7
Well 1,279,5,0.346,110.9681,20.0,482.47,106.5,691.5,39.3
Well 1,282,5,0.347,116.472,21.7,485.3,106.56,703.02,41.1
Well 1,283,6,0.354,114.4687,24.2,497.69,106.7,705.03,42.8
Well 1,282,7,0.36,116.6537,25.5,507.19,106.56,703.02,44.5
Well 1,282,7,0.365,117.5783,26.4,511.21,106.7,700.88,45.2
Well 1,281,7,0.367,118.55120000000002,26.9,515.44,106.61,699.58,46.6
Well 1,281,7,0.372,120.2946,27.2,523.02,106.61,698.87,48.6
Well 1,281,7,0.375,120.71780000000001,27.4,524.86,106.56,697.57,49.3
Well 1,281,7,0.372,124.9992,28.4,520.83,106.67,696.79,48.8
Well 1,281,7,0.359,120.7824,28.9,503.26,106.47,697.57,48.2
Well 1,281,7,0.365,128.1325,28.8,512.53,106.75,697.57,48.5
Well 1,281,7,0.381,128.364,27.9,534.85,106.5,696.79,48.9
Well 1,281,8,0.39,125.7801,27.0,546.87,106.56,697.5,50.1
Well 1,281,8,0.398,117.18839999999999,26.7,558.04,106.56,696.79,50.6
Well 1,281,8,0.407,113.678,26.4,568.39,106.5,696.14,51.3
Well 1,281,8,0.409,114.19200000000001,26.2,570.96,106.44,696.79,51.2
Well 1,280,8,0.411,125.57379999999999,26.7,570.79,106.42,696.14,52.1
Well 1,280,8,0.405,129.7821,27.4,564.27,106.42,695.49,51.8
Well 1,280,8,0.396,127.30040000000001,28.1,553.48,106.42,694.78,51.8
Well 1,280,8,0.385,129.06,28.9,537.75,106.53,694.72,50.8
Well 1,280,8,0.373,119.8668,28.9,521.16,106.5,696.14,51.2
Well 1,280,8,0.377,121.0352,28.9,526.24,106.42,696.14,51.1
Well 1,280,8,0.377,121.0352,28.9,526.24,106.36,695.37,51.5
Well 1,280,8,0.371,124.58879999999999,29.3,519.12,106.56,695.49,51.1
Well 1,280,8,0.373,125.0904,29.2,521.21,106.42,695.43,51.8
Well 1,280,8,0.381,121.46530000000001,28.7,528.11,106.05,695.49,51.8
Well 1,280,8,0.381,121.42620000000002,29.1,527.94,105.97,695.49,52.5
Well 1,279,8,0.377,114.7476,29.2,521.58,105.88,694.01,52.2
Well 1,278,8,0.377,113.4606,29.9,515.73,104.34,694.13,51.7
Well 1,279,8,0.371,122.6544,30.2,511.06,105.58,694.72,52.0
Well 1,280,8,0.363,126.0525,30.8,504.21,106.42,694.78,50.9
Well 1,280,8,0.352,122.875,31.4,491.5,106.64,695.37,50.9
Well 1,280,8,0.356,124.4525,31.1,497.81,106.5,694.66,51.4
Well 1,280,8,0.37,118.95370000000001,30.4,517.19,106.7,695.49,51.2
Well 1,280,8,0.376,115.21180000000001,29.2,523.69,106.61,694.66,51.4
Well 1,280,8,0.376,109.9896,29.1,523.76,106.47,695.43,51.2
Well 1,280,8,0.368,113.245,30.0,514.75,106.58,696.14,50.6
Well 1,280,8,0.354,129.0354,30.5,496.29,106.61,696.02,51.8
Well 1,280,8,0.353,128.5414,30.3,494.39,106.67,695.43,52.5
Well 1,281,8,0.355,129.12120000000002,29.8,496.62,106.64,696.09,51.9
Well 1,281,8,0.353,128.492,29.8,494.2,106.7,696.79,51.1
Well 1,281,8,0.361,121.4232,29.6,505.93,106.67,696.14,50.3
Well 1,280,8,0.373,119.65060000000001,29.1,520.22,106.5,695.37,50.6
Well 1,281,8,0.372,119.65060000000001,28.8,520.22,106.72,696.14,49.8
Well 1,281,8,0.369,118.84330000000001,28.7,516.71,106.64,696.79,50.1
Well 1,280,8,0.371,119.3953,28.8,519.11,106.56,696.14,50.9
Well 1,280,8,0.371,124.5312,28.9,518.88,106.53,695.43,51.0
Well 1,280,8,0.368,123.53999999999999,29.2,514.75,106.53,695.37,50.2
Well 1,280,8,0.374,125.69040000000001,29.1,523.71,106.61,695.37,50.4
Well 1,280,8,0.381,127.9536,28.6,533.14,106.56,695.43,51.3
Well 1,280,8,0.384,123.48010000000001,28.1,536.87,106.5,694.66,51.3
Well 1,280,8,0.383,128.64239999999998,28.3,536.01,106.56,695.43,50.9
Well 1,280,8,0.38,127.75199999999998,28.5,532.3,106.58,694.78,51.1
Well 1,280,8,0.386,129.53040000000001,28.4,539.71,106.56,695.43,53.3
Well 1,280,8,0.396,127.2797,28.0,553.39,106.56,694.72,52.9
Well 1,280,8,0.406,122.60159999999999,27.3,557.28,105.86,694.66,53.0
Well 1,276,8,0.408,122.24739999999998,28.2,555.67,102.78,694.84,52.8
Well 1,278,8,0.393,123.64340000000001,29.9,537.58,104.48,694.72,52.6
Well 1,279,8,0.371,123.1248,31.2,513.02,105.8,695.49,52.5
Well 1,280,8,0.356,119.2344,31.9,496.81,106.56,694.78,52.0
Well 1,280,8,0.347,111.54540000000001,31.9,484.98,106.61,695.49,51.4
Well 1,280,8,0.358,115.0782,31.5,500.34,106.58,694.78,51.2
Well 1,280,8,0.37,113.3616,30.6,515.28,106.61,695.37,51.1
Well 1,280,8,0.372,108.6414,29.7,517.34,106.5,695.49,51.2
Well 1,280,8,0.368,113.12840000000001,29.9,514.22,106.58,695.49,50.8
Well 1,280,8,0.365,117.1919,30.0,509.53,106.61,695.43,50.8
Well 1,280,8,0.37,118.4201,29.9,514.87,106.58,694.72,50.6
Well 1,280,8,0.37,113.84120000000001,29.7,517.46,106.61,694.66,50.6
Well 1,280,8,0.371,113.83900000000001,29.6,517.45,106.5,695.49,50.7
Well 1,280,8,0.371,108.6981,29.5,517.61,106.56,694.78,52.1
Well 1,280,8,0.37,123.768,30.0,515.7,106.98,695.49,52.1
Well 1,280,8,0.362,121.5312,30.6,506.38,106.81,694.78,50.9
Well 1,280,8,0.364,122.568,30.7,510.7,106.64,695.49,50.4
Well 1,281,8,0.374,125.70959999999998,29.8,523.79,106.72,696.14,50.6
Well 1,281,8,0.375,120.63270000000001,29.3,524.49,106.86,696.91,51.1
Well 1,281,8,0.368,118.5144,29.8,515.28,106.72,695.49,50.1
Well 1,281,8,0.374,120.34290000000001,29.8,523.23,106.67,696.14,50.6
Well 1,280,8,0.382,122.9396,29.0,534.52,106.56,695.49,52.4
Well 1,281,8,0.381,128.076,29.1,533.65,106.67,695.49,50.8
Well 1,281,8,0.371,124.548,29.8,518.95,106.61,696.14,51.1
Well 1,281,8,0.368,123.69839999999999,29.8,515.41,106.53,695.49,53.6
Well 1,280,8,0.371,124.42079999999999,29.8,518.42,106.58,695.49,55.0
Well 1,281,3,0.139,128.436,32.6,194.6,105.6,701.05,23.3
Well 1,280,4,0.14,122.9256,35.7,195.12,105.88,698.27,23.3
Well 1,280,4,0.136,119.4795,36.5,189.65,105.83,698.27,23.6
Well 1,280,4,0.141,119.8955,35.2,196.55,105.52,697.61,24.1
Well 1,280,4,0.142,116.23589999999999,35.2,197.01,105.6,697.61,24.5
Well 1,280,4,0.141,121.8672,35.7,196.56,105.6,697.67,25.1
Well 1,280,4,0.148,127.60839999999999,35.5,205.82,105.44,697.61,25.2
Well 1,280,4,0.148,125.26960000000001,35.4,205.36,105.46,696.96,25.4
Well 1,279,4,0.145,123.30539999999999,36.8,202.14,105.41,696.96,25.6
Well 1,279,4,0.145,117.3746,37.9,202.37,105.6,696.31,27.5
Well 1,280,4,0.14,115.3273,38.6,195.47,105.44,696.96,26.7
Well 1,280,4,0.141,133.08280000000002,39.1,195.71,105.55,696.25,26.9
Well 1,279,4,0.2,139.4806,38.4,208.18,104.99,698.39,28.6
Well 1,279,4,0.201,121.53999999999999,38.0,206.0,105.27,699.09,27.5
Well 1,277,4,0.194,126.5606,38.1,204.13,103.28,697.02,28.2
Well 1,277,4,0.208,169.3654,34.2,287.06,103.03,696.96,36.0
Well 1,277,4,0.286,165.3708,26.0,393.74,103.08,694.11,41.2
Well 1,276,5,0.354,145.85999999999999,21.5,486.2,103.03,691.39,45.7
Well 1,275,6,0.408,129.7464,19.8,540.61,102.78,688.07,49.9
Well 1,266,6,0.428,121.4312,20.8,551.96,95.16,684.69,51.6
Well 1,256,7,0.432,125.62830000000001,24.5,546.21,85.89,682.68,52.7
Well 1,264,7,0.384,128.82510000000002,31.5,477.13,93.79,681.26,52.4
Well 1,277,7,0.304,128.45440000000002,36.8,401.42,102.27,699.36,51.3
Well 1,277,8,0.284,125.73440000000001,37.6,392.92,102.66,698.59,50.8
Well 1,277,8,0.299,128.4578,37.3,414.38,102.78,697.93,49.4
Well 1,277,8,0.324,129.3226,35.7,445.94,102.61,697.4,49.0
Well 1,277,8,0.341,126.37080000000002,33.6,468.04,102.61,697.28,49.3
Well 1,277,8,0.343,122.642,32.1,471.7,102.72,698.05,49.2
Well 1,277,8,0.343,113.1096,32.3,471.29,102.86,697.35,48.8
Well 1,277,8,0.342,113.0424,32.4,471.01,102.69,698.05,49.3
Well 1,277,8,0.345,113.29679999999999,32.6,472.07,102.55,697.4,49.8
Well 1,277,8,0.341,112.90799999999999,32.6,470.45,102.75,697.46,49.3
Well 1,277,8,0.344,113.94,32.6,474.75,102.72,698.05,49.4
Well 1,277,8,0.353,111.53620000000001,31.9,484.94,102.75,697.4,49.4
Well 1,277,8,0.353,111.55000000000001,31.8,485.0,102.66,697.28,50.1
Well 1,277,8,0.35,110.55180000000001,32.1,480.66,102.61,697.4,51.3
Well 1,277,8,0.346,114.7176,32.3,477.99,102.72,696.63,50.0
Well 1,277,8,0.34,112.7136,32.7,469.64,102.8,696.63,49.9
Well 1,277,8,0.342,113.6232,32.6,473.43,102.8,696.63,50.0
Well 1,277,8,0.347,118.93,32.1,475.72,102.61,697.28,50.7
Well 1,276,8,0.348,118.8175,32.3,475.27,102.58,696.63,51.7
Well 1,275,8,0.348,118.3475,32.8,473.39,100.82,696.63,51.5
Well 1,274,8,0.345,117.1925,33.8,468.77,99.95,695.98,51.5
Well 1,274,8,0.337,119.2126,35.4,458.51,100.56,695.27,52.2
Well 1,277,8,0.322,123.42400000000002,37.1,440.8,102.78,695.98,50.8
Well 1,277,8,0.306,117.9864,37.2,421.38,102.86,696.63,49.7
Well 1,277,8,0.329,122.2668,36.3,452.84,102.78,697.4,49.8
Well 1,277,8,0.343,113.02799999999999,33.8,470.95,102.64,695.92,50.2
Well 1,277,8,0.341,112.9896,33.5,470.79,102.8,696.69,50.0
Well 1,277,8,0.334,114.6475,34.1,458.59,102.83,696.69,49.7
Well 1,277,8,0.33,113.0525,33.9,452.21,102.78,696.69,49.9
Well 1,277,8,0.329,112.965,34.5,451.86,102.64,696.57,49.9
Well 1,277,8,0.32,106.23599999999999,35.9,442.65,102.8,696.57,49.6
Well 1,277,8,0.318,126.51539999999999,35.8,436.26,102.78,696.63,49.9
Well 1,277,8,0.324,124.63360000000002,34.9,445.12,102.58,696.69,49.8
Well 1,277,8,0.315,126.32979999999999,38.4,435.62,102.83,696.69,47.5
Well 1,276,2,0.243,120.92399999999999,11.2,335.9,104.12,689.45,30.1
Well 1,279,3,0.283,140.64839999999998,14.7,390.69,104.26,698.73,34.8
Well 1,277,4,0.309,128.016,17.9,426.72,104.32,693.8,36.9
Well 1,276,5,0.309,119.17360000000001,20.7,425.62,104.15,689.0,39.2
Well 1,276,5,0.31,119.36400000000002,21.8,426.3,104.4,686.27,41.1
Well 1,279,6,0.316,123.40720000000002,24.2,440.74,104.29,698.5,42.6
Well 1,279,6,0.326,122.07780000000001,26.2,452.14,104.37,697.79,44.5
Well 1,278,7,0.33,114.2275,27.3,456.91,104.6,696.43,45.3
Well 1,278,7,0.331,114.7775,28.2,459.11,104.34,695.12,46.8
Well 1,278,7,0.336,116.39,28.3,465.56,104.26,693.7,47.3
Well 1,278,7,0.338,112.3128,29.0,467.97,104.23,693.7,49.7
Well 1,278,7,0.332,115.0325,31.0,460.13,104.46,693.05,47.7
Well 1,278,7,0.311,112.05220000000001,31.4,430.97,104.68,693.7,48.6
Well 1,278,7,0.333,120.2526,30.8,462.51,104.71,693.7,47.8
Well 1,278,7,0.346,119.5525,28.5,478.21,104.48,693.82,48.3
Well 1,278,7,0.348,115.1976,28.1,479.99,104.46,694.47,48.4
Well 1,278,7,0.351,111.93180000000001,27.9,486.66,104.54,693.7,49.1
Well 1,278,7,0.356,113.1623,27.6,492.01,104.43,693.11,49.8
Well 1,277,7,0.359,113.73270000000001,27.7,494.49,104.4,693.05,50.2
Well 1,277,7,0.359,118.6488,27.7,494.37,104.32,693.05,50.5
Well 1,277,2,0.166,131.12279999999998,15.1,230.04,105.02,689.59,25.1
Well 1,277,2,0.219,169.84240000000003,15.3,303.29,105.24,686.93,31.2
Well 1,279,3,0.305,160.8198,13.6,423.21,105.55,695.9,36.2
Well 1,278,4,0.364,135.7965,14.7,502.95,105.27,691.75,40.1
Well 1,277,5,0.397,125.8422,15.9,547.14,105.24,686.06,45.2
Well 1,276,5,0.421,119.8869,16.8,570.89,105.24,682.8,48.5
Well 1,270,6,0.442,120.8172,18.3,575.32,100.03,680.72,50.6
Well 1,264,6,0.437,130.7228,21.2,568.36,94.88,678.0,51.4
Well 1,270,6,0.396,134.3446,24.3,516.71,100.68,676.7,51.1
Well 1,274,6,0.343,124.50510000000001,26.4,461.13,105.1,677.29,50.1
Well 1,274,6,0.324,110.54,26.6,442.16,105.13,676.7,50.0
Well 1,274,6,0.325,120.04200000000002,26.7,444.6,105.52,676.58,49.4
Well 1,274,6,0.336,124.12710000000001,26.2,459.73,105.3,675.93,49.5
Well 1,274,6,0.344,122.4782,25.5,471.07,105.3,675.99,49.8
Well 1,274,6,0.345,122.6576,25.1,471.76,105.1,675.99,50.1
Well 1,274,6,0.341,116.775,25.4,467.1,105.24,676.7,50.1
Well 1,274,6,0.339,116.0125,25.4,464.05,105.13,677.41,50.1
Well 1,276,6,0.336,110.2824,27.5,459.51,105.16,685.06,50.6
Well 1,280,7,0.324,111.77,30.0,447.08,105.1,698.59,50.3
Well 1,279,7,0.323,116.6906,32.2,448.81,105.16,697.23,52.0
Well 1,279,8,0.317,119.36160000000001,33.8,442.08,105.1,696.57,50.2
Well 1,279,8,0.309,116.1918,34.0,430.34,105.3,696.57,50.0
Well 1,279,8,0.321,120.88710000000002,33.4,447.73,105.27,696.45,49.0
Well 1,279,7,0.331,119.71180000000001,31.6,460.43,105.16,695.87,48.9
Well 1,279,8,0.331,124.4565,31.4,460.95,105.44,695.87,49.2
Well 1,279,8,0.325,126.66360000000002,32.1,452.37,105.32,695.87,48.8
Well 1,279,7,0.325,122.1075,32.0,452.25,105.1,695.87,48.8
Well 1,279,7,0.329,123.71130000000001,31.3,458.19,105.1,696.52,48.7
Well 1,279,7,0.33,119.52980000000001,31.1,459.73,105.16,696.52,49.3
Well 1,279,7,0.332,115.5775,30.9,462.31,105.18,697.23,48.8
Well 1,279,7,0.331,115.305,31.0,461.22,105.13,696.52,48.5
Well 1,279,8,0.329,114.5025,31.3,458.01,105.1,696.57,50.1
Well 1,279,8,0.329,114.5625,31.8,458.25,105.1,695.87,50.4
Well 1,279,8,0.326,117.962,32.0,453.7,105.13,696.57,49.5
Well 1,279,8,0.33,119.5922,32.0,459.97,105.18,696.45,49.6
Well 1,279,8,0.336,121.641,31.2,467.85,105.21,695.87,48.9
Well 1,279,8,0.335,121.5682,31.1,467.57,105.24,697.23,49.3
Well 1,279,8,0.332,110.97359999999999,31.5,462.39,105.16,696.57,49.0
Well 1,279,8,0.329,110.03280000000001,31.4,458.47,105.16,697.23,49.9
Well 1,279,8,0.329,110.03280000000001,32.2,458.47,105.04,697.23,50.4
Well 1,279,8,0.323,112.5725,32.9,450.29,105.16,695.87,49.6
Well 1,279,8,0.318,110.6175,33.1,442.47,105.13,695.92,50.3
Well 1,279,8,0.318,110.6475,33.2,442.59,105.16,696.57,48.7
Well 1,279,8,0.315,109.425,33.5,437.7,105.07,696.57,48.7
Well 1,279,8,0.311,108.2175,33.6,432.87,105.07,696.57,48.0
Well 1,279,8,0.31,112.05220000000001,33.8,430.97,105.1,696.57,47.8
Well 1,279,8,0.304,105.8575,34.3,423.43,105.16,696.52,47.6
Well 1,279,8,0.308,120.01920000000001,34.0,428.64,105.24,696.57,47.3
Well 1,280,8,0.31,120.82000000000001,33.3,431.5,105.16,698.0,47.2
Well 1,279,8,0.312,121.39680000000001,33.0,433.56,105.1,696.52,47.2
Well 1,279,8,0.311,112.7256,32.9,433.56,105.04,697.23,47.9
Well 1,279,7,0.309,111.82860000000001,33.1,430.11,105.35,697.29,47.8
Well 1,279,7,0.305,114.7446,33.3,424.98,105.35,697.23,47.2
Well 1,279,7,0.31,116.70210000000002,33.0,432.23,105.18,697.94,46.1
Well 1,280,7,0.314,113.84620000000001,32.4,437.87,105.21,698.0,46.4
Well 1,280,7,0.314,113.9814,32.0,438.39,105.27,698.65,47.2
Well 1,280,7,0.316,119.25090000000002,32.0,441.67,105.3,698.0,46.9
Well 1,280,7,0.317,119.45340000000002,31.7,442.42,105.21,697.23,46.4
Well 1,280,7,0.316,119.20500000000001,31.8,441.5,105.32,698.65,46.1
Well 1,280,7,0.319,120.0906,31.6,444.78,105.32,697.94,48.1
Well 1,280,7,0.319,111.2525,31.5,445.01,105.41,698.0,48.2
Well 1,280,7,0.318,115.2398,31.7,443.23,105.1,697.94,46.9
Well 1,280,7,0.316,114.6054,31.8,440.79,105.16,697.29,48.1
Well 1,279,7,0.313,113.67980000000001,32.2,437.23,105.13,697.29,47.3
Well 1,279,7,0.31,121.01040000000002,33.5,432.18,105.13,697.88,45.8
Well 1,280,7,0.293,122.07,36.5,406.9,105.1,698.65,43.2
Well 1,280,7,0.266,118.4288,38.3,370.09,104.88,699.3,41.9
Well 1,279,7,0.26,114.4968,38.6,346.96,104.51,702.09,41.0
Well 1,242,7,0.295,121.2656,34.3,319.12,66.41,704.1,43.6
Well 1,277,3,0.191,137.00440000000003,21.6,263.47,104.76,688.51,27.3
Well 1,276,3,0.216,127.6713,21.8,296.91,104.65,686.5,29.4
Well 1,275,4,0.219,114.3344,23.7,300.88,104.6,683.77,30.2
Well 1,275,4,0.215,124.0218,25.4,295.29,104.51,683.06,30.4
Well 1,275,4,0.208,119.889,26.0,285.45,104.62,682.41,30.6
Well 1,275,4,0.209,120.6114,25.9,287.17,104.93,683.06,30.6
Well 1,275,4,0.219,123.0492,25.8,300.12,104.57,682.41,31.2
Well 1,284,4,0.221,120.88,28.3,302.2,104.82,719.81,31.3
Well 1,283,6,0.212,119.59200000000001,36.7,298.98,104.37,715.88,32.0
Well 1,282,6,0.212,110.0269,38.9,297.37,104.43,711.2,34.0
Well 1,282,6,0.211,109.4275,39.7,295.75,104.54,710.43,34.9
Well 1,282,6,0.216,115.20460000000001,39.4,303.17,104.79,709.9,35.3
Well 1,282,6,0.256,126.30799999999999,38.4,360.88,105.38,709.13,41.2
Well 1,282,7,0.316,133.01999999999998,34.3,443.4,105.38,708.47,45.8
Well 1,282,7,0.369,129.45,29.1,517.8,105.49,704.98,47.5
Well 1,281,8,0.375,126.06719999999999,29.6,525.28,105.04,703.03,48.8
Well 1,280,8,0.355,138.68400000000003,35.9,495.3,104.71,702.37,48.1
Well 1,280,8,0.304,131.2974,38.7,423.54,104.71,701.72,47.9
Well 1,280,8,0.288,128.2048,39.0,400.64,104.79,700.95,47.2
Well 1,280,8,0.283,126.5664,39.1,395.52,104.93,700.24,46.9
Well 1,280,8,0.298,133.328,38.6,416.65,104.74,701.01,47.6
Well 1,280,8,0.302,109.5562,36.9,421.37,104.57,701.01,47.9
Well 1,280,8,0.297,124.25399999999999,38.8,414.18,104.74,701.72,47.4
Well 1,280,8,0.28,121.2534,39.2,391.14,104.46,701.66,47.8
Well 1,280,8,0.277,119.9545,39.8,386.95,104.57,702.37,47.3
Well 1,280,8,0.28,121.07979999999999,38.9,390.58,104.71,701.72,47.3
Well 1,280,8,0.278,112.5316,39.4,388.04,104.74,701.66,47.4
Well 1,280,8,0.299,117.22200000000001,38.4,418.65,104.74,700.3,46.8
Well 1,280,8,0.304,118.62760000000002,36.6,423.67,104.85,700.3,47.0
Well 1,280,8,0.303,118.49600000000001,36.7,423.2,104.96,700.36,47.1
Well 1,280,8,0.3,129.7474,38.4,418.54,104.79,701.01,47.3
Well 1,280,8,0.296,132.2752,37.4,413.36,104.9,701.66,46.1
Well 1,280,8,0.296,123.972,36.9,413.24,105.07,701.66,46.1
Well 1,280,8,0.303,127.215,36.8,424.05,105.02,701.01,46.6
Well 1,280,8,0.309,125.22779999999999,35.6,431.82,105.1,701.66,46.6
Well 1,280,8,0.308,125.0799,35.6,431.31,105.07,701.66,46.2
Well 1,280,8,0.314,127.40279999999998,35.6,439.32,104.93,702.37,46.7
Well 1,280,8,0.317,115.3438,34.8,443.63,104.9,701.66,46.8
Well 1,280,8,0.314,118.69200000000001,36.0,439.6,105.13,701.01,46.4
Well 1,280,8,0.311,117.30960000000002,35.9,434.48,104.9,701.72,47.8
Well 1,280,8,0.315,110.0725,35.3,440.29,105.16,701.01,47.2
Well 1,280,8,0.312,122.07440000000001,36.4,435.98,104.96,701.01,46.7
Well 1,280,8,0.305,119.462,36.7,426.65,105.1,701.01,46.9
Well 1,280,8,0.314,118.42470000000002,36.3,438.61,104.9,701.01,48.8
Well 1,280,8,0.317,110.775,35.1,443.1,104.88,701.66,48.8
Well 1,280,8,0.317,110.775,35.6,443.1,104.9,700.24,48.4
Well 1,280,8,0.311,108.8475,36.3,435.39,105.13,701.01,46.7
Well 1,280,8,0.31,108.5775,36.5,434.31,105.07,701.72,47.7
Well 1,280,8,0.32,111.7125,35.3,446.85,104.9,701.66,47.3
Well 1,280,8,0.319,111.64,35.1,446.56,105.02,702.37,46.7
Well 1,280,8,0.318,120.2256,35.1,445.28,105.21,702.37,47.1
Well 1,280,8,0.326,122.94720000000001,34.5,455.36,105.02,701.6,47.2
Well 1,280,8,0.326,118.40920000000001,34.0,455.42,105.3,700.95,47.4
Well 1,281,8,0.325,118.26100000000001,34.2,454.85,105.1,702.37,47.4
Well 1,280,8,0.32,116.39160000000001,34.8,447.66,105.04,701.72,46.4
Well 1,280,8,0.323,121.98330000000001,34.8,451.79,105.1,701.72,47.0
Well 1,281,8,0.333,120.8298,34.0,464.73,105.27,702.37,47.1
Well 1,281,8,0.332,120.8298,33.5,464.73,104.99,701.66,47.2
Well 1,280,8,0.328,110.19599999999998,33.9,459.15,104.9,701.66,47.3
Well 1,280,8,0.328,114.445,34.1,457.78,104.93,701.66,47.8
Well 1,280,8,0.324,113.27,34.7,453.08,104.99,701.01,47.6
Well 1,281,8,0.317,106.3584,34.7,443.16,105.21,702.37,47.2
Well 1,280,8,0.323,117.50959999999999,34.4,451.96,105.02,701.66,46.6
Well 1,280,8,0.329,115.2925,34.0,461.17,105.13,701.66,47.5
Well 1,280,8,0.33,115.4225,33.7,461.69,104.96,701.72,47.1
Well 1,280,8,0.33,110.42159999999998,34.1,460.09,104.88,701.72,48.4
Well 1,280,8,0.325,131.79049999999998,34.7,454.45,105.21,701.01,47.7
Well 1,280,8,0.322,130.6334,34.7,450.46,104.9,701.66,46.8
Well 1,280,8,0.329,133.57399999999998,34.3,460.6,104.9,701.66,47.0
Well 1,280,8,0.332,129.4188,33.8,462.21,105.07,700.89,47.7
Well 1,280,8,0.329,123.78690000000002,34.5,458.47,105.02,700.96,48.2
Well 1,280,8,0.32,120.58470000000001,34.9,446.61,105.18,701.01,46.9
Well 1,280,8,0.327,118.78880000000001,34.5,456.88,105.02,701.66,49.4
Well 1,280,8,0.33,115.2375,33.6,460.95,104.99,701.01,50.0
Well 1,280,8,0.328,114.53,34.2,458.12,104.85,701.66,48.1
Well 1,280,8,0.321,112.315,34.6,449.26,104.85,701.72,47.5
Well 1,280,8,0.331,120.01500000000001,36.0,444.5,104.57,701.66,46.0
Well 1,279,2,0.25,188.1036,11.2,348.34,106.98,696.84,25.1
Well 1,278,2,0.237,140.9798,17.0,327.86,106.61,687.89,29.0
Well 1,278,3,0.261,151.9854,17.2,361.87,106.86,685.23,32.2
Well 1,277,4,0.315,139.49120000000002,15.6,435.91,106.84,683.27,36.2
Well 1,277,4,0.343,127.70190000000001,16.1,472.97,106.86,679.12,38.7
Well 1,276,4,0.364,125.305,16.5,501.22,106.72,677.75,40.9
Well 1,276,5,0.384,126.5088,16.9,527.12,107.06,676.39,44.7
Well 1,275,5,0.393,118.86599999999999,17.5,540.3,106.7,674.38,46.4
Well 1,275,5,0.394,124.2299,19.3,540.13,106.61,673.73,47.9
Well 1,275,5,0.374,128.17,21.4,512.68,106.67,672.31,47.0
Well 1,280,6,0.341,126.13320000000002,24.5,467.16,106.56,696.57,46.9
Well 1,280,6,0.308,142.1244,32.7,430.68,106.19,697.23,41.5
Well 1,280,6,0.26,144.22,38.9,360.55,106.47,696.57,37.8
Well 1,281,6,0.212,121.0935,39.9,295.35,106.58,697.88,34.1
Well 1,281,6,0.187,117.58050000000001,39.9,261.29,106.5,700.66,31.7
Well 1,282,5,0.179,117.80079999999998,39.2,250.64,106.42,701.37,30.6
Well 1,282,5,0.177,116.98769999999999,37.6,248.91,106.39,702.02,29.7
Well 1,282,5,0.177,114.1812,37.2,248.22,106.75,702.68,30.2
Well 1,282,5,0.174,117.4656,37.9,244.72,106.7,702.68,30.1
Well 1,282,5,0.172,116.08319999999999,37.9,241.84,106.44,702.68,30.7
