Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 3,281,8,0.308,124.6768,32.1,429.92,105.6,701.14,42.4
Well 3,281,8,0.308,125.0364,31.6,431.16,105.66,701.73,41.1
Well 3,281,7,0.315,136.6077,31.2,440.67,105.51,701.8,42.5
Well 3,281,7,0.324,136.398,30.4,454.66,105.86,703.16,42.5
Well 3,281,7,0.329,101.42439999999999,29.1,461.02,105.63,702.45,42.0
Well 3,281,7,0.33,138.45899999999997,29.1,461.53,105.54,701.92,42.0
Well 3,279,3,0.345,168.3535,11.9,481.01,105.72,694.83,29.2
Well 3,278,4,0.352,117.024,14.3,487.6,105.61,691.46,30.9
Well 3,278,4,0.339,112.6368,16.0,469.32,105.58,688.61,31.6
Well 3,277,4,0.334,133.9452,17.0,461.88,105.58,686.65,32.8
Well 3,277,5,0.339,135.4938,17.5,467.22,105.52,686.0,33.8
Well 3,277,5,0.345,133.2408,17.9,475.86,105.69,686.65,35.7
Well 3,277,5,0.347,143.322,18.3,477.74,105.77,684.58,36.1
Well 3,277,5,0.347,143.322,18.6,477.74,105.66,683.99,36.1
Well 3,276,5,0.347,105.14020000000001,18.7,477.91,105.55,683.87,36.9
Well 3,276,5,0.348,119.455,18.8,477.82,105.72,683.99,36.3
Well 3,276,5,0.348,138.54749999999999,19.0,477.75,105.69,683.22,37.6
Well 3,276,5,0.347,138.5794,19.1,477.86,105.52,681.97,39.8
Well 3,276,5,0.348,129.05460000000002,19.1,477.98,105.44,683.99,39.3
Well 3,277,5,0.348,129.0843,19.2,478.09,105.74,683.22,37.4
Well 3,276,5,0.348,133.81760000000003,19.4,477.92,105.66,682.68,37.5
Well 3,276,5,0.348,133.80360000000002,19.6,477.87,105.55,682.56,38.0
Well 3,276,5,0.348,133.76440000000002,19.7,477.73,105.77,681.86,37.9
Well 3,276,5,0.349,134.08360000000002,19.8,478.87,105.63,682.03,37.9
Well 3,276,5,0.353,125.95700000000001,19.4,484.45,105.72,681.91,38.8
Well 3,277,5,0.359,133.0749,19.3,492.87,105.66,685.82,39.4
Well 3,279,5,0.361,134.19,19.9,497.0,105.66,693.48,39.3
Well 3,279,6,0.358,134.2521,22.5,497.23,105.58,695.66,40.3
Well 3,282,5,0.174,158.99,36.6,244.6,105.66,706.75,25.5
Well 3,283,5,0.177,157.059,34.5,249.3,105.91,708.06,23.8
Well 3,283,4,0.178,150.408,31.6,250.68,105.88,708.83,24.6
Well 3,283,4,0.176,133.97400000000002,32.5,248.1,105.94,708.06,24.1
Well 3,283,4,0.179,166.4256,32.3,252.16,105.83,708.06,24.2
Well 3,283,4,0.181,167.6004,31.5,253.94,105.88,708.76,24.5
Well 3,283,4,0.178,162.71450000000002,32.0,250.33,105.94,708.76,24.6
Well 3,283,4,0.175,160.25750000000002,32.0,246.55,105.94,708.76,25.1
Well 3,283,4,0.177,149.304,31.8,248.84,105.88,708.76,24.5
Well 3,283,4,0.177,149.268,31.6,248.78,105.77,710.9,25.2
Well 3,283,4,0.174,154.8225,32.7,245.75,105.99,708.71,25.2
Well 3,283,5,0.174,154.06650000000002,33.8,244.55,106.05,708.71,25.2
Well 3,283,5,0.174,132.489,34.2,245.35,105.99,708.71,24.6
Well 3,283,5,0.182,143.13600000000002,33.6,255.6,105.91,708.76,24.8
Well 3,283,5,0.182,163.6608,33.6,255.72,105.83,708.06,24.3
Well 3,283,5,0.177,161.187,33.8,247.98,105.99,707.99,24.8
Well 3,283,5,0.176,171.189,33.8,248.1,105.97,708.06,26.5
Well 3,283,5,0.176,170.8302,34.0,247.58,105.8,708.06,26.1
Well 3,283,5,0.177,154.349,33.5,248.95,105.91,708.83,24.7
Well 3,283,5,0.181,150.69779999999997,33.1,255.42,106.08,708.06,23.7
Well 3,283,5,0.182,153.83999999999997,31.9,256.4,105.86,709.42,23.9
Well 3,283,5,0.182,143.1696,31.8,255.66,105.99,709.47,24.4
Well 3,283,5,0.181,155.1474,32.4,254.34,105.91,709.42,24.0
Well 3,283,5,0.181,170.2537,32.1,254.11,106.02,708.76,24.4
Well 3,283,5,0.181,170.2872,32.4,254.16,105.99,708.76,24.3
Well 3,283,5,0.183,144.06560000000002,31.9,257.26,105.99,709.53,24.0
Well 3,283,5,0.183,162.0738,31.9,257.26,105.91,708.83,23.8
Well 3,283,5,0.182,161.2107,32.0,255.89,106.16,708.76,24.1
Well 3,283,5,0.183,172.51160000000002,32.3,257.48,106.05,708.11,24.1
Well 3,283,5,0.183,156.9591,32.6,257.31,105.97,708.76,24.1
Well 3,283,5,0.182,156.5077,32.7,256.57,105.74,708.11,23.3
Well 3,283,5,0.185,140.52960000000002,32.1,260.24,105.97,708.76,23.6
Well 3,283,5,0.185,168.9675,32.6,259.95,106.08,708.76,23.5
Well 3,283,5,0.18,180.34,33.6,254.0,106.08,709.53,23.0
Well 3,283,5,0.176,175.5333,33.6,247.23,106.1,708.11,23.6
Well 3,283,5,0.176,160.6995,33.4,247.23,106.1,707.52,23.4
Well 3,283,5,0.176,165.4967,33.1,247.01,106.19,708.76,23.3
Well 3,283,5,0.176,165.5369,33.8,247.07,106.08,708.83,23.5
Well 3,283,5,0.176,143.26579999999998,34.2,247.01,105.88,708.11,23.5
Well 3,283,5,0.176,155.5722,34.2,246.94,106.05,708.17,23.3
Well 3,283,5,0.176,138.32000000000002,33.6,247.0,105.94,708.11,23.2
Well 3,283,5,0.176,155.5407,33.3,246.89,105.97,709.53,24.0
Well 3,283,5,0.176,155.6541,33.8,247.07,106.02,707.46,24.2
Well 3,283,5,0.176,155.6163,34.5,247.01,105.86,707.4,24.3
Well 3,283,5,0.176,143.30059999999997,34.3,247.07,106.08,708.06,24.7
Well 3,283,5,0.176,155.6163,34.7,247.01,106.08,708.06,24.0
Well 3,283,5,0.176,138.264,34.7,246.9,106.19,707.4,24.5
Well 3,283,5,0.176,160.8555,34.1,247.47,105.94,707.4,25.7
Well 3,283,5,0.181,165.282,34.1,254.28,105.97,707.46,26.7
Well 3,283,5,0.181,167.7852,34.0,254.22,106.02,708.76,25.3
Well 3,283,5,0.178,160.1664,33.5,250.26,105.99,708.11,25.6
Well 3,283,5,0.178,155.06199999999998,33.4,250.1,106.02,707.4,25.2
Well 3,283,5,0.178,160.064,33.8,250.1,106.24,708.06,25.7
Well 3,283,5,0.178,160.064,33.5,250.1,105.99,708.06,24.9
Well 3,283,5,0.178,142.5912,33.4,250.16,106.32,708.88,25.1
Well 3,283,5,0.178,160.17280000000002,32.8,250.27,105.99,708.83,25.9
Well 3,283,5,0.178,160.1088,33.2,250.17,106.08,708.76,25.8
Well 3,283,5,0.178,127.64280000000001,33.1,250.28,105.91,708.76,25.3
Well 3,283,5,0.178,160.032,33.0,250.05,106.02,708.83,25.1
Well 3,283,5,0.178,150.198,32.8,250.33,106.16,709.53,25.0
Well 3,283,4,0.178,142.5912,32.2,250.16,106.02,708.11,25.6
Well 3,283,4,0.178,147.7301,32.0,250.39,106.08,709.53,25.1
Well 3,283,4,0.178,150.162,31.9,250.27,106.02,709.42,25.5
Well 3,283,5,0.178,137.68150000000003,32.6,250.33,105.99,708.88,27.1
Well 3,283,5,0.178,137.5825,32.3,250.15,106.13,709.47,25.9
Well 3,282,4,0.183,156.29420000000002,25.9,256.22,105.97,703.56,21.9
Well 3,282,4,0.182,165.39249999999998,28.6,254.45,106.13,702.19,21.7
Well 3,281,4,0.175,161.3568,28.4,244.48,106.1,702.26,21.7
Well 3,281,4,0.175,149.1023,27.9,244.43,106.16,702.25,22.0
Well 3,281,4,0.175,136.8136,27.3,244.31,106.1,701.66,21.6
Well 3,281,4,0.175,136.72400000000002,27.4,244.15,106.08,702.25,21.9
Well 3,281,4,0.174,139.09709999999998,27.9,244.03,106.05,702.19,21.3
Well 3,282,4,0.175,153.8838,28.1,244.26,106.1,703.02,22.0
Well 3,282,4,0.174,149.0352,28.2,244.32,106.19,703.67,24.7
Well 3,282,4,0.174,139.19969999999998,28.5,244.21,106.05,703.67,24.3
Well 3,282,4,0.175,136.79120000000003,29.3,244.27,106.35,702.31,24.9
Well 3,282,4,0.175,144.11339999999998,29.6,244.26,106.02,701.66,22.8
Well 3,281,4,0.175,144.07799999999997,29.9,244.2,106.27,701.54,23.1
Well 3,281,4,0.175,144.07799999999997,29.1,244.2,106.19,702.31,23.0
Well 3,282,4,0.174,144.07209999999998,28.7,244.19,106.05,702.96,23.5
Well 3,281,4,0.175,149.0291,29.7,244.31,106.24,702.31,23.2
Well 3,281,4,0.175,171.017,29.2,244.31,106.19,701.66,23.2
Well 3,282,4,0.175,171.017,29.5,244.31,106.21,702.9,23.3
Well 3,282,4,0.174,127.0464,30.1,244.32,106.32,703.67,23.0
Well 3,282,4,0.175,131.99220000000003,30.0,244.43,106.21,703.67,22.3
Well 3,282,4,0.175,136.84720000000002,29.7,244.37,106.35,702.37,22.4
Well 3,282,4,0.175,136.79120000000003,29.0,244.27,106.24,702.96,23.2
Well 3,282,4,0.174,131.841,29.6,244.15,106.1,703.02,24.0
Well 3,282,4,0.175,136.752,29.8,244.2,106.27,703.62,24.0
Well 3,282,4,0.174,131.93280000000001,29.4,244.32,106.13,703.79,23.7
Well 3,281,4,0.175,144.1429,29.8,244.31,106.02,702.31,22.7
Well 3,281,4,0.174,144.11339999999998,29.7,244.26,106.13,702.96,23.5
Well 3,282,4,0.175,136.8192,29.4,244.32,106.08,703.02,22.8
Well 3,282,4,0.175,136.84160000000003,29.2,244.36,106.16,702.31,23.2
Well 3,282,4,0.174,136.8192,29.2,244.32,106.19,703.02,23.6
Well 3,282,4,0.175,136.78560000000002,28.6,244.26,106.24,703.67,24.3
Well 3,282,4,0.175,158.8795,29.3,244.43,106.08,702.96,23.5
Well 3,282,4,0.175,159.03549999999998,29.5,244.67,106.3,703.67,23.7
Well 3,282,4,0.174,166.21240000000003,28.8,244.43,106.05,704.32,23.1
Well 3,282,4,0.175,132.084,28.8,244.6,106.19,704.27,22.8
Well 3,282,4,0.175,154.1358,28.7,244.66,106.24,703.62,22.8
Well 3,282,4,0.177,156.303,28.4,248.1,106.21,704.44,23.9
Well 3,282,4,0.182,163.4368,27.6,255.37,106.24,704.27,23.9
Well 3,282,4,0.182,150.09009999999998,28.3,254.39,106.16,703.08,22.7
Well 3,282,4,0.176,133.42860000000002,28.5,247.09,106.24,703.67,23.4
Well 3,282,4,0.176,138.4208,27.9,247.18,106.3,703.67,24.8
Well 3,282,4,0.176,138.4208,27.8,247.18,106.19,703.79,24.9
Well 3,282,4,0.177,143.3992,28.8,247.24,106.1,703.74,24.1
Well 3,282,4,0.177,143.26579999999998,28.0,247.01,106.05,704.44,22.9
Well 3,282,4,0.177,133.4772,28.6,247.18,106.19,703.67,23.8
Well 3,282,4,0.177,148.344,28.6,247.24,106.19,704.32,23.4
Well 3,282,4,0.176,138.45440000000002,29.0,247.24,106.13,703.08,22.8
Well 3,282,4,0.176,138.4208,28.8,247.18,106.08,704.44,23.3
Well 3,282,4,0.177,160.667,29.0,247.18,106.27,705.1,22.8
Well 3,282,4,0.176,160.60850000000002,29.3,247.09,106.46,703.67,22.9
Well 3,282,4,0.176,148.17,28.9,246.95,106.32,703.74,23.4
Well 3,282,4,0.176,148.14,29.5,246.9,106.24,703.67,23.6
Well 3,282,4,0.176,125.9751,29.7,247.01,106.16,702.96,23.6
Well 3,282,4,0.177,126.09240000000001,28.9,247.24,106.32,704.32,23.1
Well 3,282,4,0.176,148.272,28.4,247.12,106.16,704.32,23.0
Well 3,282,4,0.176,153.1958,28.2,247.09,106.35,704.39,23.1
Well 3,282,4,0.176,155.6856,28.2,247.12,106.27,705.03,23.8
Well 3,282,4,0.176,148.272,27.9,247.12,106.35,706.4,22.4
Well 3,282,4,0.176,148.254,27.8,247.09,106.32,704.98,22.2
Well 3,282,4,0.176,143.29479999999998,27.6,247.06,106.24,704.98,22.4
Well 3,282,4,0.176,143.30059999999997,27.6,247.07,106.16,705.63,22.0
Well 3,282,4,0.176,125.9751,27.1,247.01,106.13,705.1,22.1
Well 3,282,4,0.176,155.6163,27.5,247.01,106.27,705.1,22.4
Well 3,282,4,0.176,155.5407,26.9,246.89,106.19,705.63,22.8
Well 3,282,4,0.176,143.231,26.8,246.95,106.19,706.4,21.7
Well 3,283,4,0.176,143.3354,26.9,247.13,106.21,706.46,22.8
Well 3,282,4,0.176,148.206,26.6,247.01,106.24,704.98,22.3
Well 3,282,4,0.176,148.206,26.1,247.01,106.41,705.75,22.6
Well 3,282,4,0.176,148.2,26.5,247.0,105.99,705.63,22.6
Well 3,283,4,0.176,170.2299,26.7,246.71,106.16,706.4,22.5
Well 3,283,4,0.176,170.41619999999998,26.4,246.98,106.32,705.63,24.5
Well 3,282,4,0.178,139.832,26.9,249.7,106.32,705.75,24.9
Well 3,282,4,0.181,154.7936,26.9,253.76,106.24,705.04,25.0
Well 3,282,4,0.18,156.8724,27.0,253.02,106.16,706.4,23.6
Well 3,282,4,0.178,155.16740000000001,27.4,250.27,106.19,705.63,23.8
Well 3,282,4,0.178,155.1736,27.3,250.28,106.3,705.63,23.0
Well 3,282,4,0.178,165.14520000000002,27.4,250.22,106.21,704.32,22.9
Well 3,282,4,0.178,137.52200000000002,27.4,250.04,106.52,705.63,23.3
Well 3,283,4,0.178,170.068,27.4,250.1,106.27,706.4,23.2
Well 3,282,4,0.178,170.1088,27.6,250.16,106.27,705.75,22.9
Well 3,282,4,0.178,142.6881,27.5,250.33,106.27,705.1,23.6
Well 3,282,4,0.178,155.24179999999998,27.6,250.39,106.3,704.32,23.2
Well 3,282,4,0.178,160.1344,28.2,250.21,106.27,704.32,23.0
Well 3,282,4,0.178,150.078,28.5,250.13,106.24,704.44,23.3
Well 3,282,4,0.178,150.132,28.3,250.22,106.16,704.44,24.2
Well 3,282,4,0.178,142.557,28.7,250.1,106.13,704.32,23.6
Well 3,282,4,0.178,147.76549999999997,28.6,250.45,106.38,704.32,23.3
Well 3,282,4,0.179,147.75959999999998,28.3,250.44,106.27,706.46,23.4
Well 3,282,4,0.178,137.6485,28.2,250.27,106.3,704.98,23.7
Well 3,282,3,0.193,167.84640000000002,22.0,270.72,106.27,701.9,21.0
Well 3,281,3,0.183,158.8564,23.5,256.22,106.24,701.25,21.2
Well 3,281,3,0.183,148.4046,24.3,255.87,106.43,700.59,20.9
Well 3,281,3,0.175,142.4016,24.9,245.52,106.3,701.95,21.3
Well 3,281,3,0.175,136.8136,24.7,244.31,106.3,700.59,22.3
Well 3,281,4,0.175,149.0352,25.6,244.32,106.27,700.47,21.9
Well 3,281,4,0.175,149.0352,25.6,244.32,106.21,700.59,22.0
Well 3,281,3,0.175,158.73,25.1,244.2,106.32,699.82,22.4
Well 3,281,3,0.175,144.1488,25.0,244.32,106.21,701.95,21.8
Well 3,281,3,0.175,144.1783,25.5,244.37,106.38,700.59,23.6
Well 3,281,3,0.175,144.11339999999998,25.3,244.26,106.46,700.53,23.1
Well 3,281,3,0.175,131.90580000000003,25.0,244.27,106.3,700.59,23.5
Well 3,281,3,0.175,131.868,24.9,244.2,106.32,700.59,23.4
Well 3,281,3,0.175,158.769,25.4,244.26,106.24,700.47,21.7
Well 3,281,3,0.175,158.73,25.4,244.2,106.16,699.89,22.3
Well 3,281,3,0.175,166.09,25.4,244.25,106.32,700.59,22.5
Well 3,281,3,0.175,166.0152,25.5,244.14,106.41,700.59,23.4
Well 3,281,4,0.175,144.11339999999998,26.1,244.26,106.32,700.47,23.3
Well 3,281,4,0.175,149.0352,26.1,244.32,106.41,700.59,23.2
Well 3,281,4,0.175,149.1023,25.8,244.43,106.43,700.65,23.2
Well 3,281,4,0.175,131.9598,26.3,244.37,106.35,699.94,23.8
Well 3,281,4,0.175,154.02870000000001,26.4,244.49,106.38,699.82,23.2
Well 3,281,4,0.175,131.868,26.3,244.2,106.32,700.59,22.5
Well 3,281,4,0.175,153.8397,26.4,244.19,106.32,700.59,22.4
Well 3,281,4,0.175,144.1783,25.9,244.37,106.32,700.59,22.4
Well 3,281,4,0.175,158.91850000000002,26.1,244.49,106.32,701.95,22.8
Well 3,281,4,0.175,144.0839,26.6,244.21,106.24,700.59,22.2
Well 3,281,4,0.175,166.1784,26.0,244.38,106.46,699.94,23.5
Well 3,282,4,0.175,166.056,25.9,244.2,106.54,701.3,23.7
Well 3,281,4,0.175,158.91850000000002,26.1,244.49,106.49,699.88,22.5
Well 3,285,4,0.175,158.9575,29.0,244.55,106.52,715.68,22.9
Well 3,287,5,0.172,149.0352,34.8,244.32,106.54,724.09,23.6
Well 3,287,5,0.172,136.94240000000002,36.7,244.54,106.57,723.38,23.6
Well 3,287,5,0.172,136.9704,37.5,244.59,106.27,722.79,24.4
Well 3,286,5,0.172,154.02870000000001,37.8,244.49,106.46,720.66,23.9
Well 3,287,5,0.172,176.112,37.7,244.6,106.54,722.02,24.3
Well 3,287,5,0.171,176.112,37.2,244.6,106.41,721.31,24.4
Well 3,287,5,0.173,150.2552,37.9,246.32,106.6,722.02,23.3
Well 3,287,5,0.179,142.8504,37.3,255.09,106.41,722.79,23.4
Well 3,287,5,0.179,163.2576,37.0,255.09,106.52,721.43,22.9
Well 3,287,5,0.173,161.0765,36.7,247.81,106.38,721.43,24.5
Well 3,287,5,0.174,153.3198,37.2,247.29,106.49,722.14,24.7
Well 3,287,5,0.173,138.4208,37.5,247.18,106.35,722.79,25.3
Well 3,287,5,0.174,138.4824,37.9,247.29,106.38,722.02,25.4
Well 3,287,5,0.174,138.4264,37.2,247.19,106.52,722.73,23.7
Well 3,287,5,0.173,133.44480000000001,36.7,247.12,106.49,722.79,23.5
Well 3,287,5,0.174,143.49779999999998,37.6,247.41,106.54,722.08,23.4
Well 3,287,5,0.173,143.26579999999998,37.6,247.01,106.24,722.02,23.4
Well 3,287,5,0.174,138.4208,37.2,247.18,106.46,722.79,23.6
Well 3,287,5,0.173,155.6856,37.8,247.12,106.46,722.79,23.5
Well 3,287,5,0.173,143.3296,37.6,247.12,106.41,721.36,23.4
Well 3,287,5,0.173,165.49,37.5,247.0,106.32,722.73,23.4
Well 3,287,5,0.173,160.51749999999998,37.7,246.95,106.41,721.36,23.8
Well 3,287,5,0.173,160.5955,36.9,247.07,106.35,722.14,23.0
Well 3,287,5,0.174,138.45440000000002,36.5,247.24,106.32,723.5,24.1
Well 3,287,5,0.173,138.4208,36.3,247.18,106.38,723.44,23.5
Well 3,287,5,0.173,148.242,36.2,247.07,106.54,722.08,23.7
Well 3,287,5,0.173,148.272,36.0,247.12,106.32,723.38,23.8
Well 3,287,5,0.173,153.2888,36.7,247.24,106.66,722.79,23.5
Well 3,287,5,0.173,148.17,37.1,246.95,106.49,723.44,23.5
Well 3,287,5,0.174,148.254,36.8,247.09,106.41,722.61,22.9
Well 3,287,5,0.174,133.3854,36.4,247.01,106.57,723.44,23.2
Well 3,287,5,0.173,160.5565,36.9,247.01,106.52,723.44,22.9
Well 3,287,5,0.173,160.511,36.7,246.94,106.41,723.56,23.0
Well 3,287,5,0.173,148.206,36.2,247.01,106.57,722.08,23.6
Well 3,287,5,0.173,148.272,36.5,247.12,106.52,723.44,23.1
Well 3,287,5,0.173,126.0057,36.8,247.07,106.49,723.56,23.2
Well 3,287,5,0.173,126.0618,36.6,247.18,106.68,722.08,23.4
Well 3,287,5,0.173,148.10399999999998,36.8,246.84,106.66,722.85,23.2
Well 3,287,5,0.173,148.134,36.8,246.89,106.52,722.61,23.2
Well 3,287,5,0.173,143.231,37.0,246.95,106.32,722.73,22.8
Well 3,287,5,0.173,143.231,36.7,246.95,106.52,722.79,24.5
Well 3,287,5,0.174,156.29670000000002,37.0,248.09,106.6,722.79,25.2
Well 3,287,5,0.178,157.68460000000002,36.4,254.33,106.46,722.85,26.3
Well 3,287,5,0.178,149.9898,36.4,254.22,106.6,723.5,24.8
Well 3,287,5,0.175,137.555,36.4,250.1,106.54,722.72,23.8
Well 3,287,5,0.175,155.0992,36.4,250.16,106.49,722.73,24.0
Well 3,287,5,0.175,155.0992,36.3,250.16,106.38,722.61,23.7
Well 3,287,5,0.175,177.6917,35.9,250.27,106.52,722.79,23.8
Well 3,287,5,0.175,142.5912,36.1,250.16,106.35,723.5,23.7
Well 3,287,5,0.175,160.1344,36.6,250.21,106.49,722.02,23.7
Well 3,287,5,0.175,160.0256,36.7,250.04,106.52,722.79,24.1
Well 3,287,5,0.176,160.17280000000002,37.1,250.27,106.46,722.08,24.3
Well 3,287,5,0.176,160.1024,37.6,250.16,106.38,722.85,23.9
Well 3,287,5,0.176,160.2496,37.1,250.39,106.3,722.08,23.9
Well 3,287,5,0.176,160.17280000000002,37.2,250.27,106.52,724.21,24.3
Well 3,287,5,0.175,150.162,37.2,250.27,106.46,722.08,24.7
Well 3,287,5,0.175,150.096,37.6,250.16,106.46,721.43,25.0
Well 3,287,5,0.176,137.6485,37.2,250.27,106.46,722.79,25.1
Well 3,287,5,0.176,137.7475,37.4,250.45,106.54,721.43,24.6
Well 3,287,2,0.129,36.827999999999996,31.6,184.14,106.88,723.05,17.8
Well 3,287,3,0.22,18.8688,19.3,314.48,106.85,721.93,21.4
Well 3,287,4,0.217,188.6486,29.7,309.26,106.96,719.15,22.8
Well 3,286,4,0.178,156.55,32.3,252.5,106.93,717.91,22.7
Well 3,288,5,0.179,156.0563,33.5,255.83,106.88,724.6,22.9
Well 3,287,5,0.177,154.7997,35.8,253.77,106.99,722.4,24.1
Well 3,287,5,0.171,144.314,36.3,244.6,107.07,721.1,23.9
Well 3,287,5,0.171,144.11339999999998,36.2,244.26,106.93,721.1,24.0
Well 3,287,5,0.171,131.8086,36.8,244.09,106.99,721.75,23.8
Well 3,287,5,0.171,131.868,36.9,244.2,107.01,721.1,23.3
Well 3,287,5,0.171,139.2282,36.5,244.26,107.04,721.1,24.2
Well 3,287,5,0.171,166.0152,36.5,244.14,106.99,721.75,24.2
Well 3,287,5,0.171,144.07799999999997,37.2,244.2,107.07,721.75,25.8
Well 3,287,5,0.171,131.8356,37.3,244.14,106.99,721.1,26.1
Well 3,287,5,0.171,158.69750000000002,36.4,244.15,107.1,720.98,25.6
Well 3,287,5,0.171,158.808,36.7,244.32,106.99,722.4,24.3
Well 3,287,5,0.171,149.0657,37.0,244.37,107.07,721.75,23.8
Well 3,287,5,0.171,149.0718,36.3,244.38,106.99,721.75,23.3
Well 3,287,5,0.171,126.9528,36.6,244.14,107.07,721.1,23.4
Well 3,287,5,0.171,148.962,36.9,244.2,107.04,723.17,23.4
Well 3,287,5,0.171,148.99859999999998,36.7,244.26,107.01,721.63,23.8
Well 3,287,5,0.171,136.78560000000002,37.3,244.26,107.15,721.87,24.2
Well 3,287,5,0.171,144.1429,37.4,244.31,107.07,721.75,24.1
Well 3,287,5,0.171,127.0464,37.0,244.32,107.12,721.8,24.3
Well 3,287,5,0.171,144.11339999999998,36.7,244.26,107.07,722.46,24.5
Well 3,287,5,0.171,126.984,36.4,244.2,106.99,721.8,24.2
Well 3,288,5,0.171,131.814,36.6,244.1,107.01,723.11,24.2
Well 3,287,5,0.171,144.0485,36.3,244.15,106.96,721.75,25.5
Well 3,287,5,0.171,166.1784,36.4,244.38,107.04,722.52,24.7
Well 3,287,5,0.171,149.1755,36.6,244.55,107.07,721.75,24.3
Well 3,287,5,0.171,149.0718,36.9,244.38,107.04,721.8,24.6
Well 3,288,5,0.171,136.8528,36.6,244.38,106.96,723.23,23.8
Well 3,288,5,0.171,136.8752,36.9,244.42,107.23,722.46,24.5
Well 3,287,5,0.171,131.9868,36.8,244.42,107.15,721.87,24.8
Well 3,287,5,0.171,153.9594,36.9,244.38,107.12,722.52,24.3
Well 3,287,5,0.171,153.92159999999998,37.0,244.32,106.9,722.46,24.4
Well 3,288,5,0.171,154.09799999999998,37.5,244.6,107.04,722.58,24.5
Well 3,287,5,0.171,144.2491,37.1,244.49,107.04,721.8,24.6
Well 3,287,5,0.171,149.1755,37.5,244.55,106.93,721.1,24.7
Well 3,287,5,0.171,149.1755,37.6,244.55,107.12,721.87,24.1
Well 3,287,5,0.174,139.38400000000001,37.6,248.9,107.07,722.58,24.5
Well 3,287,5,0.179,148.0102,36.8,255.19,107.12,721.8,24.0
Well 3,287,5,0.178,147.3142,37.5,253.99,107.12,721.86,24.1
Well 3,287,5,0.173,143.3644,37.6,247.18,107.32,721.8,26.5
Well 3,287,5,0.173,165.6106,37.2,247.18,107.04,721.15,26.0
Well 3,287,5,0.173,126.09240000000001,37.2,247.24,107.01,721.8,25.7
Well 3,287,5,0.173,143.3644,37.1,247.18,107.1,721.63,24.9
Well 3,287,5,0.173,153.2516,37.9,247.18,107.01,721.8,25.0
Well 3,287,5,0.173,155.6541,37.7,247.07,106.93,721.1,25.3
Well 3,287,5,0.173,143.3644,37.7,247.18,107.07,721.15,25.1
Well 3,287,5,0.173,143.3296,37.7,247.12,107.1,721.1,25.6
Well 3,287,5,0.173,143.29479999999998,37.8,247.06,107.1,722.58,25.3
Well 3,287,5,0.173,143.30059999999997,37.9,247.07,107.15,721.1,26.1
Well 3,287,5,0.173,133.44480000000001,38.2,247.12,107.12,722.58,26.3
Well 3,287,5,0.173,148.242,38.3,247.07,107.12,721.8,26.9
Well 3,287,5,0.173,155.6541,38.1,247.07,107.18,721.92,26.0
Well 3,287,5,0.173,133.4772,38.3,247.18,107.18,721.92,26.1
Well 3,287,5,0.173,138.45440000000002,37.8,247.24,107.1,721.8,25.6
Well 3,287,5,0.173,133.3854,37.8,247.01,107.07,721.15,26.1
Well 3,287,5,0.173,133.3854,37.4,247.01,107.07,722.46,25.8
Well 3,287,5,0.173,160.55,37.3,247.0,107.18,721.8,25.9
Well 3,287,5,0.173,160.62800000000001,37.0,247.12,107.04,722.46,25.4
Well 3,287,5,0.173,133.3476,37.2,246.94,107.18,721.75,25.3
Well 3,287,5,0.173,148.242,36.5,247.07,107.18,721.75,25.2
Well 3,287,5,0.173,148.272,36.7,247.12,107.12,722.46,25.1
Well 3,288,5,0.173,138.3872,36.9,247.12,107.15,723.23,25.3
Well 3,287,5,0.173,143.19619999999998,36.9,246.89,107.15,722.58,25.2
Well 3,287,5,0.173,148.224,36.7,247.04,107.07,723.28,24.8
Well 3,287,5,0.173,148.206,36.5,247.01,107.26,721.87,25.8
Well 3,287,5,0.173,133.5096,38.1,247.24,107.07,721.8,26.2
Well 3,287,5,0.173,148.236,38.4,247.06,107.23,721.1,26.1
Well 3,287,5,0.173,148.134,38.2,246.89,107.07,721.15,25.9
Well 3,287,5,0.173,120.97609999999999,38.4,246.89,107.12,722.46,25.3
Well 3,287,5,0.173,133.4178,38.0,247.07,107.12,721.15,25.4
Well 3,287,5,0.173,155.6541,37.7,247.07,107.1,721.86,27.6
Well 3,288,5,0.175,157.52519999999998,36.4,250.04,107.34,722.46,28.5
Well 3,287,5,0.178,144.87689999999998,37.6,254.17,107.18,721.16,29.4
Well 3,287,5,0.177,143.99339999999998,37.5,252.62,107.04,721.8,26.4
Well 3,288,5,0.175,147.7301,37.3,250.39,107.18,722.52,26.6
Well 3,288,5,0.175,150.126,37.1,250.21,107.18,723.82,26.7
Well 3,288,5,0.175,132.6166,37.0,250.22,107.04,723.17,27.1
Well 3,288,5,0.175,132.5212,36.3,250.04,107.23,723.88,26.8
Well 3,287,5,0.175,150.03,36.7,250.05,107.04,723.11,26.1
Well 3,287,5,0.175,150.132,36.9,250.22,107.21,722.58,26.4
Well 3,288,5,0.175,127.5816,36.7,250.16,107.21,722.52,26.9
Well 3,288,5,0.175,132.6166,36.2,250.22,107.1,722.58,26.2
Well 3,287,5,0.175,155.1364,36.6,250.22,107.12,721.87,26.3
